,Country,County,Designation,Points,Price,Province,Title,Variety,Winery,Year
19136,US,Clarksburg,,90,18.0,California,Criss Cross 2013 Cabernet Sauvignon (Clarksburg),Cabernet Sauvignon,Criss Cross,2013
19137,Spain,Jumilla,Luzon Verde,84,9.0,Levante,Bodegas Luzón 2013 Luzon Verde Monastrell (Jumilla),Monastrell,Bodegas Luzón,2013
19138,US,Calistoga,The Montelena Estate,94,160.0,California,Chateau Montelena 2013 The Montelena Estate Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Chateau Montelena,2013
19139,Chile,,Hacienda Araucano Alka,90,60.0,Colchagua Valley,François Lurton 2013 Hacienda Araucano Alka Carmenère (Colchagua Valley),Carmenère,François Lurton,2013
19140,US,Dry Creek Valley,Timber Crest Vineyard,87,20.0,California,Kokomo 2013 Timber Crest Vineyard Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Kokomo,2013
19141,US,Columbia Valley (WA),Estate Grown,87,21.0,Washington,Gordon Estate 2013 Estate Grown Merlot (Columbia Valley (WA)),Merlot,Gordon Estate,2013
19142,Germany,,Wehlener Sonnenuhr Kabinett Grosse Lage,92,27.0,Mosel,S.A. Prüm 2013 Wehlener Sonnenuhr Kabinett Grosse Lage Riesling (Mosel),Riesling,S.A. Prüm,2013
19143,US,Lodi,Farrah,88,20.0,California,Klinker Brick 2013 Farrah Syrah (Lodi),Syrah,Klinker Brick,2013
19144,France,Cheverny,,87,18.0,Loire Valley,Benoît Daridan 2013 Pinot Noir-Gamay (Cheverny),Pinot Noir-Gamay,Benoît Daridan,2013
19145,Portugal,,Enjeitado,90,19.0,Alentejano,Encostas de Estremoz 2013 Enjeitado Red (Alentejano),Portuguese Red,Encostas de Estremoz,2013
19146,Spain,Cava,Gran Claustro Reserva But Nature,89,27.0,Catalonia,Perelada 2013 Gran Claustro Reserva But Nature Sparkling (Cava),Sparkling Blend,Perelada,2013
19147,US,Templeton Gap District,Estate,85,40.0,California,Bella Luna 2013 Estate Sangiovese (Templeton Gap District),Sangiovese,Bella Luna,2013
19148,Italy,Chianti,Riserva,89,25.0,Tuscany,Pietro Beconcini 2013 Riserva (Chianti),Red Blend,Pietro Beconcini,2013
19149,US,California,,88,10.0,California,McManis 2013 Pinot Grigio (California),Pinot Grigio,McManis,2013
19150,France,Alsace,Pfersigberg Grand Cru,91,38.0,Alsace,Domaine Charles Baur 2013 Pfersigberg Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Charles Baur,2013
19151,France,Bourgogne,Vieilles Vignes,90,50.0,Burgundy,Domaine Pierre Labet 2013 Vieilles Vignes (Bourgogne),Chardonnay,Domaine Pierre Labet,2013
19152,US,Willamette Valley,Estate,88,20.0,Oregon,Airlie 2013 Estate Chardonnay (Willamette Valley),Chardonnay,Airlie,2013
19153,France,Alsace,Muhlforst,88,34.0,Alsace,Domaine Vincent Stoeffler 2014 Muhlforst Riesling (Alsace),Riesling,Domaine Vincent Stoeffler,2014
19154,Portugal,,Lua Cheia em Vinhas Velhas,90,35.0,Douro,Wines & Winemakers 2014 Lua Cheia em Vinhas Velhas Red (Douro),Portuguese Red,Wines & Winemakers,2014
19155,US,Finger Lakes,Semi-Dry,89,13.0,New York,Fulkerson 2014 Semi-Dry Riesling (Finger Lakes),Riesling,Fulkerson,2014
19156,US,Horse Heaven Hills,Limited Edition The Benches Vineyard,87,42.0,Washington,Canoe Ridge 2014 Limited Edition The Benches Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Canoe Ridge,2014
19157,US,Walla Walla Valley (WA),Breezy Slope Vineyard,88,40.0,Washington,Lagana 2014 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,Lagana,2014
19158,Chile,,Reserva Espiritu de Los Andes Estate Bottled,84,12.0,Maipo Valley,Santa Alicia 2014 Reserva Espiritu de Los Andes Estate Bottled Chardonnay (Maipo Valley),Chardonnay,Santa Alicia,2014
19159,US,Dry Creek Valley,Home Ranch Teldeschi Vineyards Century Old Vine,90,32.0,California,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Del Carlo Winery,2014
19160,US,Columbia Valley (WA),Sagemoor Vineyard,90,50.0,Washington,Walla Walla Vintners 2014 Sagemoor Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Walla Walla Vintners,2014
19161,France,Entre-Deux-Mers,,85,15.0,Bordeaux,Château Vrai Caillou 2014 Entre-Deux-Mers,Bordeaux-style White Blend,Château Vrai Caillou,2014
19162,France,Beaujolais-Villages,,88,13.0,Beaujolais,Potel-Aviron 2014 Beaujolais-Villages,Gamay,Potel-Aviron,2014
19163,New Zealand,,,92,23.0,Marlborough,Greywacke 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Greywacke,2014
19164,Spain,Rioja,,89,15.0,Northern Spain,Luis Cañas 2014 Viura (Rioja),Viura,Luis Cañas,2014
19165,US,Santa Lucia Highlands,Boekenoogen Vineyard,94,44.0,California,Gallegos 2014 Boekenoogen Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Gallegos,2014
19166,US,Santa Cruz Mountains,,92,35.0,California,Comartin 2014 Chardonnay (Santa Cruz Mountains),Chardonnay,Comartin,2014
19167,France,Ventoux,Domaine De Yves,86,10.0,Rhône Valley,Ravoire et Fils 2014 Domaine De Yves Red (Ventoux),Rhône-style Red Blend,Ravoire et Fils,2014
19168,US,Santa Ynez Valley,Enchante Curtis Vineyard,88,28.0,California,Andrew Murray 2014 Enchante Curtis Vineyard White (Santa Ynez Valley),Rhône-style White Blend,Andrew Murray,2014
19169,US,North Fork of Long Island,Bianca Rosé,84,16.0,New York,Sannino 2014 Bianca Rosé Merlot (North Fork of Long Island),Merlot,Sannino,2014
19170,France,Saint-Émilion,,93,,Bordeaux,Château Bellevue 2014 Saint-Émilion,Bordeaux-style Red Blend,Château Bellevue,2014
19171,US,Walla Walla Valley (WA),Enjoy Walla Walla,88,26.0,Washington,Drink Washington State 2014 Enjoy Walla Walla Carmenère (Walla Walla Valley (WA)),Carmenère,Drink Washington State,2014
19172,Spain,Rioja,,86,21.0,Northern Spain,Viña Otano 2014 White (Rioja),White Blend,Viña Otano,2014
19173,US,Willamette Valley,Estate Vineyard,92,65.0,Oregon,Penner-Ash 2014 Estate Vineyard Pinot Noir,Pinot Noir,Penner-Ash,2014
19174,France,Clos de Lambrays,,96,215.0,Burgundy,Domaine des Lambrays 2014 Clos de Lambrays,Pinot Noir,Domaine des Lambrays,2014
19175,Italy,Barbaresco,Montestefano,93,50.0,Piedmont,La Ca' Nova 2014 Montestefano (Barbaresco),Nebbiolo,La Ca' Nova,2014
19176,France,Alsace,Clos Sand,94,35.0,Alsace,Domaine Barmès-Buecher 2014 Clos Sand Riesling (Alsace),Riesling,Domaine Barmès-Buecher,2014
19177,US,Dundee Hills,Jory Hills Vineyard,91,55.0,Oregon,WillaKenzie Estate 2014 Jory Hills Vineyard Pinot Noir (Dundee Hills),Pinot Noir,WillaKenzie Estate,2014
19178,US,Russian River Valley,,87,36.0,California,Terra Valentine 2014 Viognier (Russian River Valley),Viognier,Terra Valentine,2014
19179,Australia,South Australia,Bin 707,95,500.0,South Australia,Penfolds 2014 Bin 707 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Penfolds,2014
19180,US,Sta. Rita Hills,Mr. Jones,91,50.0,California,Barton 2014 Mr. Jones Grenache (Sta. Rita Hills),Grenache,Barton,2014
19181,US,Willamette Valley,Three Vineyard,92,22.0,Oregon,Chehalem 2014 Three Vineyard Riesling (Willamette Valley),Riesling,Chehalem,2014
19182,France,Corton-Charlemagne,,97,184.0,Burgundy,Louis Jadot 2014 Corton-Charlemagne,Chardonnay,Louis Jadot,2014
19183,France,Mâcon-Uchizy,,90,24.0,Burgundy,Pierre Merguey 2014 Mâcon-Uchizy,Chardonnay,Pierre Merguey,2014
19184,US,San Luis Obispo County,Steiner Creek Vineyard,94,48.0,California,Presqu'ile 2014 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Presqu'ile,2014
19185,South Africa,,Collection,87,10.0,Swartland,Riebeek Cellars 2014 Collection Cabernet Sauvignon (Swartland),Cabernet Sauvignon,Riebeek Cellars,2014
19186,Greece,,,92,25.0,Santorini,Tselepos 2014 Assyrtico (Santorini),Assyrtico,Tselepos,2014
19187,US,Oregon,,90,14.0,Oregon,A to Z 2014 Chardonnay (Oregon),Chardonnay,A to Z,2014
19188,US,Willamette Valley,TFL,93,30.0,Oregon,Sineann 2014 TFL Pinot Noir (Willamette Valley),Pinot Noir,Sineann,2014
19189,France,Sancerre,Le Roc,93,54.0,Loire Valley,Pascal Jolivet 2014 Le Roc (Sancerre),Sauvignon Blanc,Pascal Jolivet,2014
19190,France,Haut-Médoc,La Légende,89,23.0,Bordeaux,Château Fonréaud 2014 La Légende (Haut-Médoc),Bordeaux-style Red Blend,Château Fonréaud,2014
19191,Spain,Alicante,Alcanta,85,10.0,Levante,Bocopa 2014 Alcanta White (Alicante),White Blend,Bocopa,2014
19192,Austria,,Klassik,88,15.0,Burgenland,Sommer 2014 Klassik Grüner Veltliner (Burgenland),Grüner Veltliner,Sommer,2014
19193,US,Yakima Valley,,88,,Washington,Animale 2014 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Animale,2014
19194,France,Côtes du Lot,,86,12.0,Southwest France,Château Famaey 2014 Rosé (Côtes du Lot),Rosé,Château Famaey,2014
19195,US,Willamette Valley,,90,12.0,Oregon,Lujon 2014 Pinot Gris (Willamette Valley),Pinot Gris,Lujon,2014
19196,Portugal,,Muros de Melgaço,90,,Vinho Verde,Anselmo Mendes 2014 Muros de Melgaço Alvarinho (Vinho Verde),Alvarinho,Anselmo Mendes,2014
19197,US,Ribbon Ridge,Ribbon Ridge Estate Dry,93,28.0,Oregon,Trisaetum 2014 Ribbon Ridge Estate Dry Riesling (Ribbon Ridge),Riesling,Trisaetum,2014
19198,Australia,Barossa,Breechens,91,18.0,South Australia,Maverick 2014 Breechens Shiraz (Barossa),Shiraz,Maverick,2014
19199,US,Willamette Valley,Nicholas Vineyard,89,55.0,Oregon,King Estate 2014 Nicholas Vineyard Pinot Noir (Willamette Valley),Pinot Noir,King Estate,2014
19200,Australia,Victoria,Estate Vineyard,93,154.0,Victoria,Giaconda 2014 Estate Vineyard Chardonnay (Victoria),Chardonnay,Giaconda,2014
19201,US,North Coast,,86,18.0,California,William Hill Estate 2014 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,William Hill Estate,2014
19202,US,Walla Walla Valley (WA),Southwind,92,75.0,Washington,Cadaretta 2014 Southwind Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Cadaretta,2014
19203,US,Willamette Valley,,91,36.0,Oregon,Trisaetum 2014 Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum,2014
19204,France,Pouilly-Fuissé,Terroirs,86,,Burgundy,Domaine Sangouard-Guyot 2014 Terroirs (Pouilly-Fuissé),Chardonnay,Domaine Sangouard-Guyot,2014
19205,Spain,Rías Baixas,Lías Finas,84,18.0,Galicia,Attis 2014 Lías Finas Albariño (Rías Baixas),Albariño,Attis,2014
19206,US,Red Mountain,Collector's Society,91,,Washington,Col Solare 2014 Collector's Society Red (Red Mountain),Bordeaux-style Red Blend,Col Solare,2014
19207,US,Napa Valley,Blend 23,92,39.0,California,B Cellars 2014 Blend 23 White (Napa Valley),White Blend,B Cellars,2014
19208,Italy,Rosso di Montepulciano,,87,15.0,Tuscany,Duca di Saragnano 2014 Rosso di Montepulciano,Red Blend,Duca di Saragnano,2014
19209,US,Yakima Valley,Sinister Hand,90,24.0,Washington,Owen Roe 2014 Sinister Hand Red (Yakima Valley),Rhône-style Red Blend,Owen Roe,2014
19210,Chile,,Gran Reserva,88,13.0,Casablanca Valley,Indomita 2014 Gran Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Indomita,2014
19211,US,Russian River Valley,Horseshoe Bend,92,55.0,California,Davis Family 2014 Horseshoe Bend Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,2014
19212,US,Arroyo Grande Valley,Talley Rincon,91,65.0,California,Tantara 2014 Talley Rincon Pinot Noir (Arroyo Grande Valley),Pinot Noir,Tantara,2014
19213,Australia,Clare Valley,The Lodge Hill Dry,91,18.0,South Australia,Jim Barry 2014 The Lodge Hill Dry Riesling (Clare Valley),Riesling,Jim Barry,2014
19214,US,Ancient Lakes,,87,21.0,Washington,Crayelle Cellars 2014 Albariño (Ancient Lakes),Albariño,Crayelle Cellars,2014
19215,US,Columbia Valley (WA),Fumé Blanc Dry,86,9.0,Washington,Barnard Griffin 2014 Fumé Blanc Dry Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Barnard Griffin,2014
19216,France,Bourgogne,Sécret de la Famille,87,23.0,Burgundy,Albert Bichot 2014 Sécret de la Famille (Bourgogne),Pinot Noir,Albert Bichot,2014
19217,US,Amador County,,92,30.0,California,Amador Cellars 2014 Syrah (Amador County),Syrah,Amador Cellars,2014
19218,US,Columbia Valley (WA),Conner Lee Vineyard,90,42.0,Washington,Buty 2014 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Buty,2014
19219,US,Dry Creek Valley,Sawyer Estate,88,42.0,California,Wilson 2014 Sawyer Estate Zinfandel (Dry Creek Valley),Zinfandel,Wilson,2014
19220,France,Lussac Saint-Émilion,,88,20.0,Bordeaux,Château de Tabuteau 2014 Lussac Saint-Émilion,Bordeaux-style Red Blend,Château de Tabuteau,2014
19221,Austria,,,90,18.0,Thermenregion,Johanneshof Reinisch 2014 Zweigelt (Thermenregion),Zweigelt,Johanneshof Reinisch,2014
19222,US,Santa Ynez Valley,,89,35.0,California,Casa Dumetz 2014 Grenache (Santa Ynez Valley),Grenache,Casa Dumetz,2014
19223,New Zealand,,,88,18.0,Marlborough,Huntaway Reserve 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Huntaway Reserve,2014
19224,US,Columbia Valley (WA),Reserve,87,22.0,Washington,Three Rivers 2014 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Three Rivers,2014
19225,US,Walla Walla Valley (OR),Cailloux Vineyard,94,85.0,Oregon,Cayuse 2014 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse,2014
19226,US,San Luis Obispo County,Steiner Creek Vineyard,94,48.0,California,Presqu'ile 2014 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Presqu'ile,2014
19227,Italy,Romagna,Olmatello Sangiovese Riserva,88,,Central Italy,Podere La Berta 2014 Olmatello Sangiovese Riserva Sangiovese (Romagna),Sangiovese,Podere La Berta,2014
19228,Spain,Rioja,Crianza,87,14.0,Northern Spain,Valdelacierva 2014 Crianza (Rioja),Tempranillo,Valdelacierva,2014
19229,Italy,Chianti Colli Fiorentini,Il Cortile,87,17.0,Tuscany,Castello di Poppiano 2014 Il Cortile (Chianti Colli Fiorentini),Red Blend,Castello di Poppiano,2014
19230,Israel,,Reserve Wild,91,50.0,Israel,Recanati 2014 Reserve Wild Carignan (Israel),Carignan,Recanati,2014
19231,US,Columbia Gorge (OR),Beehive,92,54.0,Oregon,Phelps Creek 2014 Beehive Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Phelps Creek,2014
19232,US,Paso Robles,,86,20.0,California,Fatty Pope 2014 Red (Paso Robles),Red Blend,Fatty Pope,2014
19233,Germany,,,87,12.0,Rheinhessen,St. Michael Weinkellerei 2014 Riesling (Rheinhessen),Riesling,St. Michael Weinkellerei,2014
19234,US,Santa Clara Valley,Old Vine Besson Vineyard,94,38.0,California,La Marea 2014 Old Vine Besson Vineyard Grenache (Santa Clara Valley),Grenache,La Marea,2014
19235,France,Pacherenc du Vic Bilh,Château d'Aydie,93,24.0,Southwest France,Famille Laplace 2014 Château d'Aydie (Pacherenc du Vic Bilh),Petit Manseng,Famille Laplace,2014
19236,US,Santa Ynez Valley,Lot 530,87,14.0,California,Cameron Hughes 2014 Lot 530 Syrah-Grenache (Santa Ynez Valley),Syrah-Grenache,Cameron Hughes,2014
19237,France,Bordeaux Supérieur,,89,20.0,Bordeaux,Château Lescalle 2014 Bordeaux Supérieur,Bordeaux-style Red Blend,Château Lescalle,2014
19238,France,Coteaux d'Aix-en-Provence,,91,20.0,Provence,Château Vignelaure 2014 Rosé (Coteaux d'Aix-en-Provence),Rosé,Château Vignelaure,2014
19239,US,Willamette Valley,Latitude 45Â° Estate Grown,92,38.0,Oregon,Left Coast Cellars 2014 Latitude 45Â° Estate Grown Pinot Noir (Willamette Valley),Pinot Noir,Left Coast Cellars,2014
19240,US,Red Mountain,Parabellum,92,45.0,Washington,Force Majeure 2014 Parabellum Red (Red Mountain),Rhône-style Red Blend,Force Majeure,2014
19241,France,Moulis-en-Médoc,,91,30.0,Bordeaux,Château Branas Grand Poujeaux 2014 Moulis-en-Médoc,Bordeaux-style Red Blend,Château Branas Grand Poujeaux,2014
19242,Italy,Rosso di Montalcino,,84,20.0,Tuscany,Bonacchi 2014 Rosso di Montalcino,Sangiovese,Bonacchi,2014
19243,US,Sta. Rita Hills,Annie Dyer,92,50.0,California,Lincourt 2014 Annie Dyer Pinot Noir (Sta. Rita Hills),Pinot Noir,Lincourt,2014
19244,US,Columbia Valley (WA),Painted Hills Vineyard,89,50.0,Washington,Co Dinn 2014 Painted Hills Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Co Dinn,2014
19245,Portugal,,Mula Velha Reserva,85,10.0,Lisboa,Parras Wines 2014 Mula Velha Reserva Red (Lisboa),Portuguese Red,Parras Wines,2014
19246,US,Alexander Valley,Reserve,86,27.0,California,Frei Brothers 2014 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Frei Brothers,2014
19247,Italy,Toscana,Rosso,87,20.0,Tuscany,Altesino 2014 Rosso Red (Toscana),Red Blend,Altesino,2014
19248,US,Sierra Foothills,Small Lot,90,27.0,California,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,Iron Hub,2014
19249,Spain,Jumilla,Goru Verde,87,15.0,Levante,Ego Bodegas 2014 Goru Verde Monastrell (Jumilla),Monastrell,Ego Bodegas,2014
19250,France,Alsace,Praelatenberg Grand Cru,89,25.0,Alsace,Allimant-Laugner 2014 Praelatenberg Grand Cru Riesling (Alsace),Riesling,Allimant-Laugner,2014
19251,US,Russian River Valley,Cuvée Luke Saralee's Vineyard,90,30.0,California,Davis Family 2014 Cuvée Luke Saralee's Vineyard White (Russian River Valley),Rhône-style White Blend,Davis Family,2014
19252,Chile,,Select Terroir,82,10.0,Cachapoal Valley,Santa Ema 2014 Select Terroir Carmenère (Cachapoal Valley),Carmenère,Santa Ema,2014
19253,US,North Fork of Long Island,,91,29.0,New York,Harbes Family Vineyard 2014 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Harbes Family Vineyard,2014
19254,US,Columbia Valley (WA),,85,11.0,Washington,Songbird 2014 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Songbird,2014
19255,US,Monterey,All In Reserve,85,,California,Reinert Project 2014 All In Reserve Chardonnay (Monterey),Chardonnay,Reinert Project,2014
19256,Austria,,Wechselberg,93,19.0,Kamptal,Eichinger 2014 Wechselberg Grüner Veltliner (Kamptal),Grüner Veltliner,Eichinger,2014
19257,Italy,Collio,,88,22.0,Northeastern Italy,Gradis'ciutta 2014 Pinot Grigio (Collio),Pinot Grigio,Gradis'ciutta,2014
19258,US,Paso Robles,The Fiend,93,30.0,California,Tooth and Nail 2014 The Fiend Malbec (Paso Robles),Malbec,Tooth and Nail,2014
19259,US,River Junction,,87,10.0,California,McManis 2014 Chardonnay (River Junction),Chardonnay,McManis,2014
19260,France,Alsace,,92,34.0,Alsace,Trimbach 2014 Riesling (Alsace),Riesling,Trimbach,2014
19261,US,Sierra Foothills,Hawk Creek Vineyard,89,25.0,California,Andis 2014 Hawk Creek Vineyard Cabernet Franc (Sierra Foothills),Cabernet Franc,Andis,2014
19262,France,Mâcon-Villages,Solutré,86,,Burgundy,Pascal Rollet 2014 Solutré (Mâcon-Villages),Chardonnay,Pascal Rollet,2014
19263,US,North Fork of Long Island,,90,29.0,New York,Kontokosta 2014 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Kontokosta,2014
19264,US,Sierra Foothills,Ascent,94,90.0,California,Terre Rouge 2014 Ascent Syrah (Sierra Foothills),Syrah,Terre Rouge,2014
19265,US,Red Hills Lake County,Obsideana,90,25.0,California,Rock Wall 2014 Obsideana Red (Red Hills Lake County),Red Blend,Rock Wall,2014
19266,US,Paso Robles,Sofa King Bueno,88,22.0,California,Chronic Cellars 2014 Sofa King Bueno Red (Paso Robles),Rhône-style Red Blend,Chronic Cellars,2014
19267,US,Coombsville,Lot 604,88,35.0,California,Cameron Hughes 2014 Lot 604 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Cameron Hughes,2014
19268,US,Napa Valley,Four Soil Melange,92,60.0,California,Sequum 2014 Four Soil Melange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum,2014
19269,US,Anderson Valley,Dancing Egg,89,25.0,California,V. Sattui 2014 Dancing Egg Riesling (Anderson Valley),Riesling,V. Sattui,2014
19270,US,Horse Heaven Hills,Reserve,87,26.0,Washington,Columbia Crest 2014 Reserve Chenin Blanc (Horse Heaven Hills),Chenin Blanc,Columbia Crest,2014
19271,Australia,Frankland River,Netley Road Vineyard,91,35.0,Western Australia,Frankland Estate 2014 Netley Road Vineyard Riesling (Frankland River),Riesling,Frankland Estate,2014
19272,Spain,Cava,Brut Reserva,90,22.0,Catalonia,Parxet 2014 Brut Reserva Sparkling (Cava),Sparkling Blend,Parxet,2014
19273,France,Saint-Émilion,,87,49.0,Bordeaux,Château Valade 2014 Saint-Émilion,Bordeaux-style Red Blend,Château Valade,2014
19274,US,California,Rock Hound,87,15.0,California,Rock Wall 2014 Rock Hound White (California),White Blend,Rock Wall,2014
19275,France,Cahors,,88,20.0,Southwest France,Château Lamartine 2014 Malbec-Merlot (Cahors),Malbec-Merlot,Château Lamartine,2014
19276,Italy,Friuli Colli Orientali,,87,17.0,Northeastern Italy,Petrucco 2014 Sauvignon (Friuli Colli Orientali),Sauvignon,Petrucco,2014
19277,US,Sonoma Coast,Quarter Moon Vineyard Estate Grown,94,75.0,California,Joseph Phelps 2014 Quarter Moon Vineyard Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Joseph Phelps,2014
19278,Chile,,Reserva,87,11.0,Colchagua Costa,Oveja Negra 2014 Reserva Cabernet Sauvignon-Syrah (Colchagua Costa),Cabernet Sauvignon-Syrah,Oveja Negra,2014
19279,US,Sonoma County,Blending Sessions Blend No. 3,87,20.0,California,Tyler Florence 2014 Blending Sessions Blend No. 3 Chardonnay (Sonoma County),Chardonnay,Tyler Florence,2014
19280,US,Knights Valley,Breakaway,90,24.0,California,Hooker 2014 Breakaway Chardonnay (Knights Valley),Chardonnay,Hooker,2014
19281,Italy,Alto Adige,Punggl,88,17.0,Northeastern Italy,Peter Zemmer 2014 Punggl Pinot Bianco (Alto Adige),Pinot Bianco,Peter Zemmer,2014
19282,Portugal,,,95,100.0,Douro,Quinta do Vale Meão 2014 Red (Douro),Portuguese Red,Quinta do Vale Meão,2014
19283,France,Bordeaux,Réserve,85,18.0,Bordeaux,Château Bonnet 2014 Réserve (Bordeaux),Bordeaux-style Red Blend,Château Bonnet,2014
19284,France,Bordeaux,,87,18.0,Bordeaux,Légende 2014 Bordeaux,Bordeaux-style Red Blend,Légende,2014
19285,US,Sta. Rita Hills,Lindsay's,92,50.0,California,Lincourt 2014 Lindsay's Pinot Noir (Sta. Rita Hills),Pinot Noir,Lincourt,2014
19286,US,Russian River Valley,Saralee's Vineyard,92,22.0,California,Joseph Swan Vineyards 2014 Saralee's Vineyard Gewürztraminer (Russian River Valley),Gewürztraminer,Joseph Swan Vineyards,2014
19287,France,Saint-Estèphe,La Dame de Montrose,93,40.0,Bordeaux,Château Montrose 2014 La Dame de Montrose (Saint-Estèphe),Bordeaux-style Red Blend,Château Montrose,2014
19288,US,Sonoma County,,87,18.0,California,Burnside Road 2014 Zinfandel (Sonoma County),Zinfandel,Burnside Road,2014
19289,France,Mercurey,Clos Rochette,89,35.0,Burgundy,Domaine Faiveley 2014 Clos Rochette (Mercurey),Chardonnay,Domaine Faiveley,2014
19290,France,Alsace,Steinert Grand Cru,89,32.0,Alsace,Domaine Moltès 2014 Steinert Grand Cru Riesling (Alsace),Riesling,Domaine Moltès,2014
19291,US,New York,Bridge Lane,87,16.0,New York,Lieb 2014 Bridge Lane Red (New York),Bordeaux-style Red Blend,Lieb,2014
19292,Spain,La Mancha,,85,7.0,Central Spain,Despierta 2014 Rosé (La Mancha),Rosé,Despierta,2014
19293,US,Willamette Valley,Dry,88,25.0,Oregon,Treos 2014 Dry Muscat (Willamette Valley),Muscat,Treos,2014
19294,US,Santa Maria Valley,Estate Vineyards,93,75.0,California,Grevino 2014 Estate Vineyards Pinot Noir (Santa Maria Valley),Pinot Noir,Grevino,2014
19295,US,Finger Lakes,Dry,90,16.0,New York,Knapp 2014 Dry Riesling (Finger Lakes),Riesling,Knapp,2014
19296,Portugal,,,87,19.0,Lisboa,Adega Mãe 2014 White (Lisboa),Viosinho,Adega Mãe,2014
19297,Spain,Cava,Privat Reserva Brut Nature,90,26.0,Catalonia,Alta Alella 2014 Privat Reserva Brut Nature Chardonnay (Cava),Chardonnay,Alta Alella,2014
19298,Austria,,,90,24.0,Leithaberg,Esterházy 2014 Chardonnay (Leithaberg),Chardonnay,Esterházy,2014
19299,US,Willamette Valley,Route 99W,88,22.0,Oregon,RouteStock 2014 Route 99W Pinot Noir (Willamette Valley),Pinot Noir,RouteStock,2014
19300,Portugal,,Vinea Tinto,84,7.0,Alentejano,Cartuxa 2014 Vinea Tinto Red (Alentejano),Portuguese Red,Cartuxa,2014
19301,US,Russian River Valley,Wohler Vineyard,92,48.0,California,Sojourn 2014 Wohler Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Sojourn,2014
19302,US,Santa Ynez Valley,,87,28.0,California,Refugio Ranch 2014 Viognier (Santa Ynez Valley),Viognier,Refugio Ranch,2014
19303,US,Sonoma Coast,,91,48.0,California,Blue Rock 2014 Chardonnay (Sonoma Coast),Chardonnay,Blue Rock,2014
19304,US,Sta. Rita Hills,Carol Ann,90,35.0,California,Lincourt 2014 Carol Ann Chardonnay (Sta. Rita Hills),Chardonnay,Lincourt,2014
19305,US,Sonoma Coast,Durell Vineyard,91,74.0,California,Ram's Gate 2014 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Ram's Gate,2014
19306,Germany,,Wehlener Sonnenuhr Kabinett,94,37.0,Mosel,Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Riesling,Joh. Jos. Prüm,2014
19307,Argentina,Mendoza,Punto Final Estate Grown,88,12.0,Mendoza Province,Bodega Renacer 2014 Punto Final Estate Grown Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Bodega Renacer,2014
19308,France,Coteaux Bourguignons,Léon,84,23.0,Burgundy,Jean-Luc and Paul Aegerter 2014 Léon (Coteaux Bourguignons),Pinot Noir-Gamay,Jean-Luc and Paul Aegerter,2014
19309,US,Dry Creek Valley,,84,24.0,California,Ektimo Vineyards 2014 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Ektimo Vineyards,2014
